surnames,frequency_first,frequency_second,frequency_both
KIND,36,26,..
MADKOURI,36,26,..
NAVARRO RUBIO,36,26,..
PEREZ PLAZA,36,26,..
AGUILANIEDO,36,25,..
ARARA,36,25,..
BAKALE,36,25,..
BALEYTO,36,25,..
DE LA PALMA,36,25,..
ENGONO,36,25,..
GARCIA MENDOZA,36,25,..
GRIMAO,36,25,..
LINDIO,36,25,..
MARCAL,36,25,..
MAYNAU,36,25,..
MONTIVERO,36,25,..
ORBEZO,36,25,..
XAMBO,36,25,..
ASIRON,36,24,..
CASTAEDO,36,24,..
CHAKAROVA,36,24,..
DE LA HERRANZ,36,24,..
ECHEGOYAN,36,24,..
FERNANDEZ MONTESINOS,36,24,..
HOSAIN,36,24,..
MARTINEZ BORDIU,36,24,..
MARTINEZ CUBELLS,36,24,..
MUZHA,36,24,..
ORTEL,36,24,..
PAGANOS,36,24,..
PENZO,36,24,..
RAMIREZ DEL POZO,36,24,..
SARE,36,24,..
SCHICK,36,24,..
TIGERAS,36,24,..
VALDEHERMOSO,36,24,..
ARIZABALO,36,23,..
BASCOMPTA,36,23,..
BUDED,36,23,..
CAPELLES,36,23,..
CAPET,36,23,..
DACUNHA,36,23,..
GARCIA DE LARA,36,23,..
GARCIA DE YEBENES,36,23,..
MAGUNAZELAIA,36,23,..
RODRIGUEZ MEDINA,36,23,..
RUIZ DE LARA,36,23,..
SANCHEZ LUGARNUEVO,36,23,..
SIMORRA,36,23,..
TANI,36,23,..
TEIXINE,36,23,..
TOMASETTI,36,23,..
URGOITIA,36,23,..
AMENCHAR,36,22,..
ANGELICO,36,22,..
BERROCI,36,22,..
DAYAN,36,22,..
DE JOVE,36,22,..
FAVIER,36,22,..
HEINRICHS,36,22,..
HUAYAMABE,36,22,..
IVINA,36,22,..
LAJA,36,22,..
LALAMA,36,22,..
MATIBAG,36,22,..
MENDOZAR,36,22,..
MUNDILLA,36,22,..
OUANIT,36,22,..
SANZ DE SIRIA,36,22,..
SCANDELLA,36,22,..
TRIGAN,36,22,..
UHALTE,36,22,..
VILAVERT,36,22,..
GIANCHANDANI,36,21,11
BORGHI,36,21,..
BRIAN,36,21,..
BRONSOMS,36,21,..
BUGALLAL,36,21,..
CANTEROS,36,21,..
CUARTEROS,36,21,..
DE LA JOYA,36,21,..
DEL FERRERO,36,21,..
DURET,36,21,..
EVOLE,36,21,..
FLORENCES,36,21,..
FUGARDO,36,21,..
GHZIEL,36,21,..
HEIL,36,21,..
ILCHEVA,36,21,..
LONGINO,36,21,..
MAZIANI,36,21,..
MOLDENHAUER,36,21,..
PEXEGUEIRO,36,21,..
RUIZ DE LEZANA,36,21,..
SOMED,36,21,..
TRUBAT,36,21,..
VALIJE,36,21,..
VINYET,36,21,..
BISONO,36,20,..
CHEKROUN,36,20,..
CURE,36,20,..
DE FEO,36,20,..
DE LAS LLANDERAS,36,20,..
ETCHEGARAY,36,20,..
FARCHICH,36,20,..
GONZALEZ DE RIANCHO,36,20,..
IMBAQUINGA,36,20,..
JABIOU,36,20,..
JINEZ,36,20,..
MARTINEZ TOLEDANO,36,20,..
MEJON,36,20,..
MICHAUD,36,20,..
MIRABA,36,20,..
PONGILUPPI,36,20,..
REXA,36,20,..
ROBE,36,20,..
SOMOSCARRERA,36,20,..
WOO,36,20,..
YARCE,36,20,..
BLAISE,36,19,..
BREÑOSA,36,19,..
EL KHEIR,36,19,..
FERNANDEZ LANCHA,36,19,..
LAVERGNE,36,19,..
MATACAS,36,19,..
MENNANA,36,19,..
MONTANARO,36,19,..
RODRIGUEZ SAN PEDRO,36,19,..
TIERNES,36,19,..
VICARREGUI,36,19,..
BORCHERS,36,18,..
CARLINI,36,18,..
CIANCIO,36,18,..
FUNK,36,18,..
GANDO,36,18,..
GARCES DE MARCILLA,36,18,..
KNECHT,36,18,..
LEANDRES,36,18,..
LLORENÇ,36,18,..
MIGO,36,18,..
MUNI,36,18,..
PAPASSEIT,36,18,..
PARRELL,36,18,..
PIZZORNO,36,18,..
PROBANZA,36,18,..
RODI,36,18,..
SAN BERNARDINO,36,18,..
VANKOVA,36,18,..
VELERDA,36,18,..
WALDMANN,36,18,..
AKA,36,17,..
ALAMANY,36,17,..
ANDREOTTI,36,17,..
ARBUCIAS,36,17,..
BOUR,36,17,..
CORRADI,36,17,..
DEL BADO,36,17,..
ENNASRI,36,17,..
GUASQUE,36,17,..
KEY,36,17,..
LAARIF,36,17,..
LATAPIA,36,17,..
OCHEA,36,17,..
ALDAMIZETXEBARRIA,36,16,..
BELAZIZ,36,16,..
CARNOTO,36,16,..
CHELLARAM,36,16,..
EL KANFAOUI,36,16,..
EL MOURABITI,36,16,..
FUNOLL,36,16,..
GHBALOU,36,16,..
IBNELHAJ,36,16,..
LAGHMIRI,36,16,..
LLASER,36,16,..
MORGANTI,36,16,..
MOUHOUB,36,16,..
OSTUA,36,16,..
PESCI,36,16,..
ROGNONI,36,16,..
RUPAY,36,16,..
RUZICKA,36,16,..
ULLRICH,36,16,..
THAWANI,36,15,6
TOUARSSI,36,15,5
ARECHALDE,36,15,..
BORMANN,36,15,..
BOULOUM,36,15,..
DE STEFANO,36,15,..
GIORGIO,36,15,..
GOICOECHANDIA,36,15,..
MARTULL,36,15,..
MAYSER,36,15,..
MIKHAILOVA,36,15,..
OGEDA,36,15,..
PARRELLA,36,15,..
RICCIARDIELLO,36,15,..
SAVIC,36,15,..
VITAUBET,36,15,..
YAMASHITA,36,15,..
AYABAR,36,14,..
DEMIROV,36,14,..
EN NAJI,36,14,..
GARCIA MONTEAVARO,36,14,..
GENIN,36,14,..
HADDOUDI,36,14,..
SARKIS,36,14,..
SIALI,36,14,..
WEILAND,36,14,..
BLASCOS,36,13,..
EL HAKIMI,36,13,..
GARCIA DE OTAZO,36,13,..
HAMOUCHI,36,13,..
MORETONES,36,13,..
SCHWEITZER,36,13,..
TULLY,36,13,..
WIRTZ,36,13,..
ZANI,36,13,..
ARGELAGUER,36,12,..
BASASORO,36,12,..
BELGARTIT,36,12,..
BEN SBIH,36,12,..
BRANCH,36,12,..
CIESLAK,36,12,..
CRAVERO,36,12,..
EL BEKKALI,36,12,..
EL GOURCH,36,12,..
FURNARI,36,12,..
GONZALEZ SIMANCAS,36,12,..
LAISSAOUI,36,12,..
POHLMANN,36,12,..
RAFIA,36,12,..
SABIL,36,12,..
WICKHAM,36,12,..
ZUTA,36,12,..
ADARDOUR,36,11,..
AMENDOLA,36,11,..
ASTRUC,36,11,..
BONOMO,36,11,..
BOSCOLO,36,11,..
COURET,36,11,..
DE MONER,36,11,..
FRANZEN,36,11,..
HADIDI,36,11,..
KHAIR,36,11,..
LADESA,36,11,..
RABOULI,36,11,..
TALAI,36,11,..
THIES,36,11,..
VANKOV,36,11,..
WILMOT,36,11,..
ABDELMOULA,36,10,..
BOULBOUL,36,10,..
CASIAN,36,10,..
CHISMOL,36,10,..
DELIC,36,10,..
EL FOUAL,36,10,..
EL HAMYANI,36,10,..
FERNANDEZ PORTILLO,36,10,..
GHERBI,36,10,..
GIANI,36,10,..
HAOULI,36,10,..
KHRICHEF,36,10,..
LAATABI,36,10,..
LAHRIR,36,10,..
MAKIN,36,10,..
PILI,36,10,..
RASQUI,36,10,..
RIVERS,36,10,..
TESCH,36,10,..
WRONA,36,10,..
BAMFORD,36,9,..
BORTOLOTTI,36,9,..
BOUCHRAK,36,9,..
BUNN,36,9,..
DI LUCA,36,9,..
EL BARKAOUI,36,9,..
ESSABAR,36,9,..
FETHI,36,9,..
KAOUCH,36,9,..
KASTNER,36,9,..
MANCINELLI,36,9,..
NYA,36,9,..
RASSI,36,9,..
SADDOUKI,36,9,..
SEBESTYEN,36,9,..
SOHONA,36,9,..
AIGBEDION,36,8,..
ASBAGHI,36,8,..
AZIZA,36,8,..
BOUMLIK,36,8,..
BOUTARFAS,36,8,..
COUSIN,36,8,..
EL HADAOUI,36,8,..
EL HIDAOUI,36,8,..
EL MANNACHI,36,8,..
EL RHAOUTI,36,8,..
FABRIZIO,36,8,..
FADDA,36,8,..
HUI,36,8,..
JANUS,36,8,..
JASINSKI,36,8,..
KAHL,36,8,..
KAMDEM,36,8,..
KLEMM,36,8,..
LOHMANN,36,8,..
MARZEC,36,8,..
PUTZ,36,8,..
RAFII,36,8,..
SAKR,36,8,..
SBIA,36,8,..
STOIANOV,36,8,..
WESTWOOD,36,8,..
BANNAY,36,7,..
BONFANTI,36,7,..
ENNASIRI,36,7,..
FASSBENDER,36,7,..
GHOURBAL,36,7,..
GRICE,36,7,..
HANTOUT,36,7,..
KADIMI,36,7,..
KAZMIERCZAK,36,7,..
LACH HAB,36,7,..
MAIORANO,36,7,..
NASTASIE,36,7,..
NAZILE,36,7,..
PLUMMER,36,7,..
SPRING,36,7,..
SQUAGLIA,36,7,..
TEREKHOVA,36,7,..
WOODHEAD,36,7,..
AARABE,36,6,..
ABDENBI,36,6,..
AFRASINEI,36,6,..
ANNAB,36,6,..
BADREDDINE,36,6,..
BALE,36,6,..
BENNANE,36,6,..
BOUAFAR,36,6,..
CHHITI,36,6,..
DUNNING,36,6,..
EDWIN,36,6,..
EL HADY,36,6,..
EL KAHTAOUI,36,6,..
EL KARBAS,36,6,..
FITCH,36,6,..
INGRASSIA,36,6,..
KHELIL,36,6,..
LORENTZEN,36,6,..
MAHDOUB,36,6,..
MOROZAN,36,6,..
NEMTANU,36,6,..
NIARE,36,6,..
OKYERE,36,6,..
OTASOWIE,36,6,..
RASUL,36,6,..
RUKHSAR,36,6,..
SAHONEH,36,6,..
SAMUELS,36,6,..
URBANIAK,36,6,..
WASSMANN,36,6,..
WATERHOUSE,36,6,..
ALIN,36,5,..
CAPPELLI,36,5,..
CHICHI,36,5,..
CHIVERS,36,5,..
DULGHERIU,36,5,..
EDDAOUI,36,5,..
EL ABBASY,36,5,..
EL MOUHAJIR,36,5,..
GAFITA,36,5,..
HALLOUM,36,5,..
KACHKACH,36,5,..
KLING,36,5,..
KOWALEWSKA,36,5,..
LEPORE,36,5,..
LINTON,36,5,..
MALYSHEVA,36,5,..
MOCODEAN,36,5,..
NIHARRA,36,5,..
ODOR,36,5,..
PETRUSCA,36,5,..
ROUSAUD,36,5,..
SACCHETTI,36,5,..
SALHAOUI,36,5,..
SHERLOCK,36,5,..
SMALLWOOD,36,5,..
VASILOIU,36,5,..
ZAFRI,36,5,..
ZAROIL,36,5,..
ZITI,36,5,..
AELENEI,36,..,..
ALBINI,36,..,..
AMORE,36,..,..
AVANESYAN,36,..,..
BARKOUKI,36,..,..
BATOG,36,..,..
BEGOUG,36,..,..
BEHR,36,..,..
BELATIK,36,..,..
BELCHER,36,..,..
BEN YEDIR,36,..,..
BERARIU,36,..,..
BILT,36,..,..
BIRLE,36,..,..
BLANGA,36,..,..
BONCIU,36,..,..
BOUGANDOUZ,36,..,..
BOULOUF,36,..,..
BOUNAAJ,36,..,..
BOUTCHICHE,36,..,..
CHIFAN,36,..,..
CHIRIC,36,..,..
CHIROSCA,36,..,..
CHITAN,36,..,..
CHOUNI,36,..,..
CIOCARLAN,36,..,..
CIONTOS,36,..,..
CIUBAN,36,..,..
CLIPA,36,..,..
COANCA,36,..,..
CORJUC,36,..,..
CORNELIUS,36,..,..
CRETAN,36,..,..
CRITCHLEY,36,..,..
CUSACK,36,..,..
DEHELEAN,36,..,..
DOANA,36,..,..
DRUTU,36,..,..
EL AKKAOUI,36,..,..
EL BARHMI,36,..,..
EL BOUAZZAOUY,36,..,..
EL FATTAHI,36,..,..
EL HAJJY,36,..,..
EL MASRI,36,..,..
ENASOAIE,36,..,..
EZZAHOUANI,36,..,..
FALAMAS,36,..,..
FANEA,36,..,..
FILIPACHE,36,..,..
FINNEGAN,36,..,..
FLIS,36,..,..
FORGACI,36,..,..
GAE,36,..,..
GEAMANU,36,..,..
GEARY,36,..,..
GHERGHESCU,36,..,..
GRAINGER,36,..,..
GURIN,36,..,..
HAMRA,36,..,..
HAPAU,36,..,..
HOMEI,36,..,..
HONCIU,36,..,..
HTITI,36,..,..
IANCULESCU,36,..,..
IONESI,36,..,..
JBARIA,36,..,..
KONDE,36,..,..
LAAOUATNI,36,..,..
LAMANE,36,..,..
LAMCHACHTY,36,..,..
LASCAR,36,..,..
MACHKOURI,36,..,..
MACREA,36,..,..
MALANCA,36,..,..
MARASESCU,36,..,..
MARCELLI,36,..,..
MARODIN,36,..,..
MARZOUGUI,36,..,..
MATHISEN,36,..,..
MAYERS,36,..,..
MC DERMOTT,36,..,..
MCGEE,36,..,..
MEZDREA,36,..,..
MIINEA,36,..,..
MILBURN,36,..,..
MINESCU,36,..,..
MIZGAN,36,..,..
MODIGA,36,..,..
MOHOREA,36,..,..
MOUTAKI,36,..,..
MURARASU,36,..,..
NATEA,36,..,..
O'DRISCOLL,36,..,..
OKUNDAYE,36,..,..
OSTAFIYCHUK,36,..,..
OSTAPCHUK,36,..,..
OUJJA,36,..,..
OUYAHIA,36,..,..
PARV,36,..,..
PATULEA,36,..,..
PEAKE,36,..,..
PUNGA,36,..,..
PYLYPCHUK,36,..,..
RAC,36,..,..
RACHIERU,36,..,..
RAULEA,36,..,..
RHOMRASSI,36,..,..
RMADI,36,..,..
RUJAN,36,..,..
SADOWSKA,36,..,..
SAIB,36,..,..
SALCA,36,..,..
SARDARU,36,..,..
SECCI,36,..,..
SECHEL,36,..,..
SELLOUM,36,..,..
SENHADJI,36,..,..
SIKANDAR,36,..,..
SINCU,36,..,..
SOFRON,36,..,..
SPRINCEANA,36,..,..
STANSFIELD,36,..,..
SZABADI,36,..,..
TAJRIOUI,36,..,..
TALIGUI,36,..,..
TAMRI,36,..,..
TAPALAGA,36,..,..
TENBIHI,36,..,..
TICUSAN,36,..,..
TIFRAC,36,..,..
TIMOFEI,36,..,..
TITAOU,36,..,..
TRIH,36,..,..
TYSON,36,..,..
URUCU,36,..,..
VAN DE VEN,36,..,..
VAN DOORN,36,..,..
VASC,36,..,..
VISOVAN,36,..,..
WADDELL,36,..,..
WARR,36,..,..
YAREMKO,36,..,..
ZARGUIT,36,..,..
ZHDANOVA,36,..,..
DE SANCHEZ,35,310,..
JUANEZ,35,83,..
CARIM,35,70,..
GABARREZ,35,69,..
COUTIÑO,35,67,..
DE LA VELA,35,65,..
GOMEZ PINTO,35,65,..
RORIS,35,65,..
DE OJEDA,35,64,..
MAJARENA,35,63,..
TRIBANO,35,63,..
GERADA,35,62,..
LLETJOS,35,62,..
BRIANES,35,61,..
ANTONIANO,35,59,..
FEIXES,35,59,..
IRRIBARRIA,35,59,..
TOUCIDO,35,59,..
GUILCAPI,35,58,..
OHARRIZ,35,58,..
BATIOJA,35,57,..
BRASAS,35,57,..
CABECERAN,35,57,..
DE CARRANZA,35,56,..
GUIAMET,35,56,..
RAMONES,35,56,..
PRESTAMERO,35,55,..
TARRELA,35,55,..
CORVEIRAS,35,54,..
GUELDOS,35,54,..
LOPEZ OLIVA,35,54,..
ALMOZARA,35,53,..
CANFLANCA,35,53,..
CERZON,35,53,..
MOLLERA,35,53,..
ULLEN,35,53,..
UTESA,35,53,..
CABECERA,35,52,..
CAILLA,35,52,..
CHEME,35,52,..
MAGAÑAS,35,52,..
MUSOLL,35,52,..
ABUY,35,51,..
ALDECOCEA,35,51,..
ANGELIT,35,51,..
CONCHAN,35,51,..
CRUZANS,35,51,..
FERNANDEZ CAÑAVERAL,35,51,..
LEZON,35,51,..
MARTINEZ DE MIGUEL,35,51,..
MESEGO,35,51,..
ESNARRIAGA,35,50,..
FOLLEDO,35,50,..
LASURTEGUI,35,50,..
MATELO,35,50,..
VILLAUMBRALES,35,50,..
BERNITA,35,49,..
CARRANCEJA,35,49,..
DEL POYO,35,49,..
FULCARA,35,49,..
MARTINEZ DE AZAGRA,35,49,..
VAZQUEZ DE AGREDOS,35,49,..
CUADAU,35,48,..
GUINALIU,35,48,..
MUÑOZ REDONDO,35,48,..
OMENTE,35,48,..
BAULES,35,47,..
ETCHEVERS,35,47,..
LABARCA,35,47,..
PERNAU,35,47,..
ZUPPO,35,47,..
CANELON,35,46,..
DIAZ ALBO,35,46,..
FLEQUE,35,46,..
GONZALEZ DE GALDEANO,35,46,..
LAMESA,35,46,..
MOSCOL,35,46,..
SANTAISABEL,35,46,..
ASPARO,35,45,..
ASTARIZ,35,45,..
BALBER,35,45,..
COPIN,35,45,..
DE MULA,35,45,..
FORTALEZA,35,45,..
INESTRILLAS,35,45,..
LOZANA,35,45,..
ORDUZ,35,45,..
URIBEECHEVERRIA,35,45,..
CAMPOZO,35,44,..
NICODEMUS,35,44,..
AUVI,35,43,..
CARLOSENA,35,43,..
LOPEZ MAROTO,35,43,..
MIJON,35,43,..
ALMAO,35,42,..
ANGURELL,35,42,..
CASION,35,42,..
CONCHIÑA,35,42,..
ESCASANY,35,42,..
FERNANDEZ DE ROITEGUI,35,42,..
REGUELA,35,42,..
SANDIANES,35,42,..
TALLES,35,42,..
ANDU,35,41,..
BAHOS,35,41,..
DE LA RIMADA,35,41,..
EHAPO,35,41,..
ESQUEU,35,41,..
GILVA,35,41,..
HOMBRAVELLA,35,41,..
LORERO,35,41,..
OLIUS,35,41,..
TAUSIA,35,41,..
VINZO,35,41,..
ANTING,35,40,..
AÑASCO,35,40,..
BASAIL,35,40,..
DE MORAGAS,35,40,..
HONTALVILLA,35,40,..
SOPALE,35,40,..
VIESCAS,35,40,..
ENALES,35,39,..
GUACHICHULCA,35,39,..
IRAZOKI,35,39,..
RUBIO MANZANARES,35,39,..
ULIED,35,39,..
URRENGOECHEA,35,39,..
VITRIAN,35,39,..
ARLANDIZ,35,38,..
FONTARIGO,35,38,..
JORRILLO,35,38,..
LOPEZ LORENZO,35,38,..
NAISE,35,38,..
PAICO,35,38,..
PERILLO,35,38,..
SEIX,35,38,..
TARROC,35,38,..
TOJERO,35,38,..
TORENA,35,38,..
TRASPAS,35,38,..
TSEKOV,35,38,..
ABEYA,35,37,..
CHASILUISA,35,37,..
DE ABADAL,35,37,..
FERNANDEZ PINEDO,35,37,..
GARALOCES,35,37,..
GARCEO,35,37,..
LUSARES,35,37,..
MARCENARO,35,37,..
MARVA,35,37,..
MORUJA,35,37,..
PALACIA,35,37,..
PLATO,35,37,..
PUYALES,35,37,..
SELIS,35,37,..
SPUCH,35,37,..
VALDESOGO,35,37,..
VALDOMINOS,35,37,..
ALSAMORA,35,36,..
ALVAREZ CEDRON,35,36,..
BORIKO,35,36,..
CALBACHO,35,36,..
CAMPLLONCH,35,36,..
FAJOL,35,36,..
GARCIA ESTRADA,35,36,..
GOZATEGUI,35,36,..
GUERRERO STRACHAN,35,36,..
ILARZA,35,36,..
SASIGAIN,35,36,..
SIEVERS,35,36,..
VICICONTI,35,36,..
ANICAMA,35,35,..
CHARRAMENDIETA,35,35,..
JORAL,35,35,..
JUANENEA,35,35,..
PEDRIDE,35,35,..
PIDEVALL,35,35,..
RIPERO,35,35,..
SUSIAS,35,35,..
TSENOV,35,35,..
VERNIOL,35,35,..
VINAJA,35,35,..
ALCHU,35,34,..
ARCHELA,35,34,..
BAILINA,35,34,..
CASTILHO,35,34,..
CHAQUINGA,35,34,..
CHICAMPO,35,34,..
CRISANTO,35,34,..
HILLERA,35,34,..
JOVENA,35,34,..
MAROCO,35,34,..
MARTIN CALERO,35,34,..
MARTINALBO,35,34,..
NECEGA,35,34,..
PEREZ NAVARRO,35,34,..
PRESCOLI,35,34,..
PUJOL XICOY,35,34,..
VALADE,35,34,..
VALDIVIEJAS,35,34,..
VILADIU,35,34,..
BAUN,35,33,..
CHAUVIN,35,33,..
CONDOMINAS,35,33,..
CRUA,35,33,..
FABABU,35,33,..
IZARBEZ,35,33,..
PASAPERA,35,33,..
PERRETTA,35,33,..
PEVIDAD,35,33,..
ARSOVA,35,32,..
BELSOL,35,32,..
CEVERINO,35,32,..
CHUNGARA,35,32,..
DOLSA,35,32,..
DORREGARAY,35,32,..
FAGILDE,35,32,..
FULLEA,35,32,..
GOMEZ DE CADIZ,35,32,..
GONZALEZ VALLARINO,35,32,..
GORROTXATEGUI,35,32,..
JUAN DE LA CRUZ,35,32,..
LABREA,35,32,..
LOBOA,35,32,..
MACERAS,35,32,..
NOVARO,35,32,..
PERDRIX,35,32,..
TALLARDA,35,32,..
AGUIRRECHU,35,31,..
ARCELUZ,35,31,..
BITTENCOURT,35,31,..
CARDITO,35,31,..
DOLTRA,35,31,..
DOTTO,35,31,..
FIGARI,35,31,..
MIJALLO,35,31,..
ORTUBAY,35,31,..
PEREJOAN,35,31,..
PERIE,35,31,..
QUINDI,35,31,..
RODRIGUEZ MIÑON,35,31,..
SORDOVILLA,35,31,..
BURUTARAN,35,30,..
BUYREU,35,30,..
COLON DE CARVAJAL,35,30,..
DE ACHA,35,30,..
DE GUINEA,35,30,..
ECHEPETELECU,35,30,..
FERNANDEZ URRUTIA,35,30,..
FORTS,35,30,..
GANZA,35,30,..
LARTIGUE,35,30,..
ORFI,35,30,..
PAMIA,35,30,..
SANCHEZ AVILA,35,30,..
ZOCA,35,30,..
BAAMEIRO,35,29,..
FORNESA,35,29,..
ISUSKIZA,35,29,..
IÑIGUEZ DE ONSOÑO,35,29,..
LOZANO DE SOSA,35,29,..
MARGARITTI,35,29,..
MELZER,35,29,..
RAUBERT,35,29,..
SAGOSPE,35,29,..
XATART,35,29,..
BARTIVAS,35,28,..
CUAQUIRA,35,28,..
ELIZ,35,28,..
FERNANDEZ VALLADARES,35,28,..
LOBREGAT,35,28,..
LOPEZ FELIU,35,28,..
MARKAIDE,35,28,..
MASAMUNT,35,28,..
MONTEQUI,35,28,..
MOSULEN,35,28,..
OYONATE,35,28,..
PREÑANOSA,35,28,..
SUES,35,28,..
ALANIA,35,27,..
ALMAZA,35,27,..
ALVES DA SILVA,35,27,..
ANDICOBERRY,35,27,..
APESTIGUE,35,27,..
BARINAGA REMENTERIA,35,27,..
BEAKA,35,27,..
BERDOY,35,27,..
BERTUA,35,27,..
CAMISAN,35,27,..
ELOY GARCIA,35,27,..
EVE,35,27,..
LAA,35,27,..
MARCANI,35,27,..
MARCUAL,35,27,..
ORTECHO,35,27,..
TOUSET,35,27,..
BESSE,35,26,..
CAPUTI,35,26,..
COMPANYO,35,26,..
NIELLES,35,26,..
OCHAGAVIAS,35,26,..
OVEJO,35,26,..
ALBERI,35,25,..
BERTELLI,35,25,..
BOUTELLIER,35,25,..
DE AREBA,35,25,..
FACTOR,35,25,..
GONZALEZ OUTON,35,25,..
LUSSON,35,25,..
MARGINEDAS,35,25,..
MARTINEZ SALINAS,35,25,..
OGABAN,35,25,..
PEREZ DE MUNIAIN,35,25,..
RAÑE,35,25,..
SISI,35,25,..
TANCREDI,35,25,..
YUGAR,35,25,..
AMETLLE,35,24,..
AUSENSI,35,24,..
BETATO,35,24,..
BUGIDOS,35,24,..
CABEZAOLIAS,35,24,..
DAYAS,35,24,..
GARCIA MIRANDA,35,24,..
GUERRERA,35,24,..
IBINAGA,35,24,..
MAYNER,35,24,..
MEADE,35,24,..
MOLINILLA,35,24,..
PAVAS,35,24,..
RAMIREZ VERGER,35,24,..
SHOPOV,35,24,..
SICARD,35,24,..
ZHUMI,35,24,..
ALVAREZ MIRANDA,35,23,..
ARGELAGUES,35,23,..
BIANQUETTI,35,23,..
CABRONERO,35,23,..
DE ARESPACOCHAGA,35,23,..
ESTELLEZ,35,23,..
FALEIRO,35,23,..
LOPEZ LEITON,35,23,..
PANCHEV,35,23,..
PARGADA,35,23,..
PEREZ DE ALGABA,35,23,..
PERNALETE,35,23,..
REDOLAD,35,23,..
SALLAM,35,23,..
ALTOLAGIRRE,35,22,..
BAHARI,35,22,..
BASIANA,35,22,..
CASSERRAS,35,22,..
DE JOZ,35,22,..
DECIMA,35,22,..
FUENTES PILA,35,22,..
GONZALEZ GARZON,35,22,..
HERRERO DE EGAÑA,35,22,..
LOPEZ QUIROGA,35,22,..
MANAUTE,35,22,..
MELTZER,35,22,..
MENIS,35,22,..
MOUSTAPHA,35,22,..
SURRELL,35,22,..
THUILLIER,35,22,..
ALT,35,21,..
AROMIR,35,21,..
ASTARBE,35,21,..
CALMARZA,35,21,..
CIPOLLONE,35,21,..
COLLA,35,21,..
FAULON,35,21,..
GALONCE,35,21,..
GONZALEZ LAMUÑO,35,21,..
HAYASHI,35,21,..
MARTIN LAGOS,35,21,..
MAÑUZ,35,21,..
PELAEZ CAMPOMANES,35,21,..
RIVASPLATA,35,21,..
SAN JACINTO,35,21,..
TINTOR,35,21,..
BLITZ,35,20,..
DE LOSSADA,35,20,..
FERNANDEZ CORREDOR,35,20,..
FERNANDEZ GAYTAN,35,20,..
FREDIANI,35,20,..
GOMEZ LUENGO,35,20,..
MATOVELLE,35,20,..
MESTRICH,35,20,..
MITTELBRUNN,35,20,..
PALUS,35,20,..
POTAS,35,20,..
ROKU,35,20,..
SUBISAGA,35,20,..
BONFIGLIO,35,19,..
BOZHILOVA,35,19,..
EMIN,35,19,..
ERIMIA,35,19,..
FERNANDEZ FIGUEROA,35,19,..
GOMEZ TRENOR,35,19,..
HABERNAU,35,19,..
LLANGA,35,19,..
LOPEZ MATEOS,35,19,..
MALASQUEZ,35,19,..
NELLI,35,19,..
OVERA,35,19,..
RODRIGUEZ DE VIGURI,35,19,..
RUSANOVA,35,19,..
SIEMENS,35,19,..
TSENG,35,19,..
URRESTIZALA,35,19,..
VINCENTI,35,19,..
ZABALONDO,35,19,..
AKETXE,35,18,..
ARGEÑAL,35,18,..
BAÑAL,35,18,..
BLADES,35,18,..
BONNE,35,18,..
GARCIA MIÑAUR,35,18,..
HAMADY,35,18,..
LAZKANOTEGI,35,18,..
MARTIN CARNERERO,35,18,..
PUIGPIQUE,35,18,..
SANCHEZ CARRASCO,35,18,..
XAUDIERA,35,18,..
BARDA,35,17,..
BEREDAS,35,17,..
DE OBESSO,35,17,..
GOMEZ VILLABOA,35,17,..
HUTTER,35,17,..
MAEDA,35,17,..
MAHR,35,17,..
MARSICANO,35,17,..
MASFARNE,35,17,..
MUGERTZA,35,17,..
OMRANI,35,17,..
REDONNET,35,17,..
SHAKER,35,17,..
SHEPHARD,35,17,..
USELETI,35,17,..
BERTOLOTTI,35,16,..
BODO,35,16,..
BRANCA,35,16,..
EL MAJRISSI,35,16,..
GOMEZ CARPINTERO,35,16,..
JAKOB,35,16,..
LAHABIB,35,16,..
LEHR,35,16,..
NOVOTNY,35,16,..
PASCUAL SALCEDO,35,16,..
PROBST,35,16,..
REINLEIN,35,16,..
SINGALA,35,16,..
STAMM,35,16,..
URSO,35,16,..
VICENTE VERA,35,16,..
AMILIVIA,35,15,..
ANGUITAR,35,15,..
BELLACHI,35,15,..
ERO,35,15,..
GHACHAM,35,15,..
GIERA,35,15,..
GOMEZ GALDON,35,15,..
GRUNEWALD,35,15,..
LALAOUI,35,15,..
LODI,35,15,..
PEYCHEVA,35,15,..
PRIMAVERA,35,15,..
ROHER,35,15,..
ROSCH,35,15,..
SIBI,35,14,7
ACCINO,35,14,..
AUDISIO,35,14,..
BERRADI,35,14,..
BORNER,35,14,..
CIRE,35,14,..
GIANNONI,35,14,..
GROOT,35,14,..
IRABERRI,35,14,..
LANGLE,35,14,..
LENZI,35,14,..
LINDELL,35,14,..
MOULET,35,14,..
MUNDT,35,14,..
PHAN,35,14,..
PICCOLI,35,14,..
RABIH,35,14,..
TAWIAH,35,14,..
ABDIN,35,13,..
ANANE,35,13,..
AZZIMANI,35,13,..
BENTZ,35,13,..
EL HAMEL,35,13,..
ENNAKHLI,35,13,..
HAMPTON,35,13,..
LAMIÑO,35,13,..
LOUZA,35,13,..
MICHELINI,35,13,..
MORAND,35,13,..
ROBREÑO,35,13,..
RODRIGUEZ MARIN,35,13,..
SCHREINER,35,13,..
AIT HAMMOU,35,12,..
EL HAJIOUI,35,12,..
